Mississippi: Lions Hall|Location is: Lions Hall|4|20:30:00|21:30:00|Main St., Fayette, LA |31.7245834|-91.05868900000002
Texas: Mid-County AA|Location is: Mid - County Building|4|08:00:00|09:00:00|908 Boston ave, nederland, LA |29.9789225|-93.98827560000001
Texas: Mid-County AA|Location is: Mid - County Building|5|20:00:00|21:00:00|908 Boston ave, nederland, LA |29.9789225|-93.98827560000001
Texas: Mid-County AA|Location is: Mid - County Building|6|08:00:00|09:00:00|908 Boston ave, nederland, LA |29.9789225|-93.98827560000001
Texas: Mid-County AA|Location is: Mid - County Building|7|20:00:00|21:00:00|908 Boston ave, nederland, LA |29.9789225|-93.98827560000001
Texas: Mid-County Group|Location is: 908 |5|08:08:00|09:08:00|908 Boston Ave., nederland, LA 77627|29.9789225|-93.98827560000001
Texas: Friendsd of Bill|Location is: Port Arthur, Tx|3|19:30:00|20:30:00|4600 Jimmy Johnson Blvd., port_arthur, LA 77642|29.953424|-93.96671300000003
Texas: Fellowship Group|Location is: Beaumont, TX|1|18:30:00|19:30:00|5290 N Caldwood Dr, Beaumont, LA 77707|30.08061|-94.15109000000001
Texas: Fellowship Group|Location is: Beaumont, TX|2|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, LA 77707|30.08061|-94.15109000000001
Texas: Fellowship Group|Location is: Beaumont, TX|3|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, LA 77707|30.08061|-94.15109000000001
Texas: Fellowship Group|Location is: Beaumont, TX|4|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, LA 77707|30.08061|-94.15109000000001
Texas: Fellowship Group|Location is: Beaumont, TX|5|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, LA 77707|30.08061|-94.15109000000001
Texas: Fellowship Group|Location is: Beaumont, TX|6|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, LA 77707|30.08061|-94.15109000000001
Texas: Fellowship Group|Location is: Beaumont, TX|7|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, LA 77707|30.08061|-94.15109000000001
Mississippi: Madison/Ridgeland Meeting|Location is: St Mathews Methodist Church|2|12:00:00|13:00:00|Old Canton Rd., madison, LA 39211|32.4472148|-90.1064614
Texas: PLENTITUD GROUP|Location is: PLENTITUD GROUP|2|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, LA 75964|31.6102739|-94.70706159999997
Texas: PLENTITUD GROUP|Location is: PLENTITUD GROUP|3|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, LA 75964|31.6102739|-94.70706159999997
Texas: PLENTITUD GROUP|Location is: PLENTITUD GROUP|4|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, LA 75964|31.6102739|-94.70706159999997
Texas: PLENTITUD GROUP|Location is: PLENTITUD GROUP|5|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, LA 75964|31.6102739|-94.70706159999997
Texas: PLENTITUD GROUP|Location is: PLENTITUD GROUP|6|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, LA 75964|31.6102739|-94.70706159999997
Texas: PLENTITUD GROUP|Location is: PLENTITUD GROUP|7|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, LA 75964|31.6102739|-94.70706159999997
Texas: PLENTITUD GROUP|Location is: PLENTITUD GROUP|1|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, LA 75964|31.6102739|-94.70706159999997
Arkansas: Smackover Group|Location is: First Methodit Church|4|20:00:00|21:00:00|500 W. 7th Street, Smackover, LA 71762|33.4320297|-92.93705119999998
Arkansas: Lake Village Group|Location is: LAGUAHIA Cultural Arts Center|1|17:30:00|18:30:00|Hwy 65 & 82, Lake Village, LA 71653|33.3542227|-93.68303170000002
Texas: LUFKIN GROUP|Location is: LUFKIN GROUP|2|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, LA 75901|31.3189948|-94.7100284
Texas: LUFKIN GROUP|Location is: LUFKIN GROUP|3|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, LA 75901|31.3189948|-94.7100284
Texas: LUFKIN GROUP|Location is: LUFKIN GROUP|4|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, LA 75901|31.3189948|-94.7100284
Texas: LUFKIN GROUP|Location is: LUFKIN GROUP|5|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, LA 75901|31.3189948|-94.7100284
Texas: LUFKIN GROUP|Location is: LUFKIN GROUP|6|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, LA 75901|31.3189948|-94.7100284
Texas: LUFKIN GROUP|Location is: LUFKIN GROUP|7|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, LA 75901|31.3189948|-94.7100284
Texas: LUFKIN GROUP|Location is: LUFKIN GROUP|1|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, LA 75901|31.3189948|-94.7100284
Texas: LIFELINE GROUP|Location is: LIFELINE GROUP|2|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP|Location is: LIFELINE GROUP|3|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP|Location is: LIFELINE GROUP|4|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP|Location is: LIFELINE GROUP|5|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP|Location is: LIFELINE GROUP|6|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP|Location is: LIFELINE GROUP|7|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP|Location is: LIFELINE GROUP|1|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 2|Location is: LIFELINE GROUP|2|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 2|Location is: LIFELINE GROUP|3|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 2|Location is: LIFELINE GROUP|4|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 2|Location is: LIFELINE GROUP|5|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 2|Location is: LIFELINE GROUP|6|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 2|Location is: LIFELINE GROUP|7|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 2|Location is: LIFELINE GROUP|1|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 3|Location is: LIFELINE GROUP|4|20:00:00|21:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 4|Location is: LIFELINE GROUP|5|22:00:00|23:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Texas: LIFELINE GROUP 3|Location is: LIFELINE GROUP|7|20:00:00|21:00:00|704 ELLIS AVE, LUFKIN, LA 75904|31.3376435|-94.73554009999998
Mississippi: walking 12 steps with Jesus christ|Location is: Baxterville Community Center|5|19:30:00|20:30:00|5095 Hwy 13 , lumberton, LA 39455|31.07123|-89.56212579999999
Mississippi: The Picayune Group|Location is: Strip Mall|2|12:00:00|13:00:00|U.S. 11, Picayune, LA 39466|30.5148535|-89.65770420000001
California: MARSHALL GROUP 4|Location is: MARSHALL GROUP|1|09:30:00|10:30:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP|Location is: MARSHALL GROUP|2|12:15:00|13:15:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP|Location is: MARSHALL GROUP|4|12:15:00|13:15:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP|Location is: MARSHALL GROUP|6|12:15:00|13:15:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 5|Location is: MARSHALL GROUP|1|19:15:00|20:15:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 3|Location is: MARSHALL GROUP|3|18:00:00|19:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 3|Location is: MARSHALL GROUP|5|18:00:00|19:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 2|Location is: MARSHALL GROUP|2|20:00:00|21:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 2|Location is: MARSHALL GROUP|3|20:00:00|21:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 2|Location is: MARSHALL GROUP|4|20:00:00|21:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 2|Location is: MARSHALL GROUP|5|20:00:00|21:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 2|Location is: MARSHALL GROUP|6|20:00:00|21:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: MARSHALL GROUP 2|Location is: MARSHALL GROUP|7|20:00:00|21:00:00|101 BENITA STREET, MARSHALL, LA 75672|34.1252456|-117.8069959
California: AA|Location is: 101 Benita|3|18:00:00|19:00:00|101 Benita Dr, Marshall, LA 75672|34.1252456|-117.8069959
Mississippi: The Old Timers Group|Location is: Youth Center Behind First Methodist Church|5|18:00:00|19:00:00|195 West Magnolia Street, poplarville, LA 39470|30.8402979|-89.53549670000001
Florida: GRAND GROUP 3|Location is: GRAND GROUP|1|09:30:00|10:30:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP|Location is: GRAND GROUP|2|12:15:00|13:15:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP|Location is: GRAND GROUP|3|12:15:00|13:15:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP|Location is: GRAND GROUP|4|12:15:00|13:15:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP|Location is: GRAND GROUP|5|12:15:00|13:15:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP|Location is: GRAND GROUP|6|12:15:00|13:15:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP|Location is: GRAND GROUP|7|12:15:00|13:15:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP|Location is: GRAND GROUP|1|12:15:00|13:15:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP 2|Location is: GRAND GROUP|2|18:00:00|19:00:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP 2|Location is: GRAND GROUP|3|18:00:00|19:00:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP 2|Location is: GRAND GROUP|4|18:00:00|19:00:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP 2|Location is: GRAND GROUP|5|18:00:00|19:00:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP 2|Location is: GRAND GROUP|6|18:00:00|19:00:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP 2|Location is: GRAND GROUP|7|18:00:00|19:00:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Florida: GRAND GROUP 2|Location is: GRAND GROUP|1|18:00:00|19:00:00|2401 PINECREST, MARSHALL, LA 75670|29.19869649999999|-81.05415820000002
Arkansas: Dermott Group|Location is: Dermott Group|6|20:00:00|21:00:00|604 South Pecan, Dermott, LA 71638|33.4743692|-91.48214819999998
Arkansas: page 21  the real deal|Location is: bowser |3|20:20:00|21:20:00|Bowser Rd, Monticello, LA 71655|33.6946684|-91.75388169999997
Indiana: Turner Street|Location is: Turner Street|2|20:00:00|21:00:00|111 West Church Street, Warren, LA 71671|40.4512726|-87.2530883
Arkansas: Monticello Winners Group|Location is: St. Mary Episcopal church|2|20:00:00|21:00:00|836 Hyatt Street, Monticello, LA 71655|33.6946684|-91.75388169999997
Arkansas: Monticello Winners Group|Location is: St. Mary Episcopal church|5|20:00:00|21:00:00|836 Hyatt Street, Monticello, LA 71655|33.6946684|-91.75388169999997
Arkansas: Monticello Winners Group|Location is: St. Mary Episcopal church|7|20:00:00|21:00:00|836 Hyatt Street, Monticello, LA 71655|33.6946684|-91.75388169999997
Arkansas: Unity Group|Location is: Unity Group|4|20:00:00|21:00:00|315 Jefferson SW, Camden, LA 71701|33.5839716|-92.83273220000001
Arkansas: Unity Group|Location is: Unity Group|5|18:00:00|19:00:00|315 Jefferson SW, Camden, LA 71701|33.5839716|-92.83273220000001
Arkansas: Unity Group|Location is: Unity Group|1|19:00:00|20:00:00|315 Jefferson SW, Camden, LA 71701|33.5839716|-92.83273220000001
Arkansas: Turning Point|Location is: St. Louis Catholic Church|2|20:00:00|21:00:00|202 N. Adams Ave, Camden, LA 71701|33.5843754|-92.82890659999998
Arkansas: Turning Point|Location is: St. Louis Catholic Church|5|20:00:00|21:00:00|202 N. Adams Ave, Camden, LA 71701|33.5843754|-92.82890659999998
Indiana: Camden Group|Location is: Camden Group|2|08:00:00|09:00:00|805 Monroe Ave., Camden, LA 71701|40.6115427|-86.54065249999996
Indiana: Camden Group|Location is: Camden Group|3|10:30:00|11:30:00|805 Monroe Ave., Camden, LA 71701|40.6115427|-86.54065249999996
Indiana: Camden Group|Location is: Camden Group|5|10:30:00|11:30:00|805 Monroe Ave., Camden, LA 71701|40.6115427|-86.54065249999996
Indiana: Camden Group|Location is: Camden Group|6|20:00:00|21:00:00|805 Monroe Ave., Camden, LA 71701|40.6115427|-86.54065249999996
Indiana: Camden Group|Location is: Camden Group|7|22:30:00|23:30:00|805 Monroe Ave., Camden, LA 71701|40.6115427|-86.54065249999996
Indiana: Camden Group|Location is: Camden Group|1|10:30:00|11:30:00|805 Monroe Ave., Camden, LA 71701|40.6115427|-86.54065249999996
Texas: HENDERSON GROUP|Location is: ST MATTHEWS EPISCOPAL CHURCH|3|20:00:00|21:00:00|214 COLLEGE AVE, HENDERSON, LA 75654|30.6480137|-96.36448910000001
Texas: ALCOHOLICS IN RECOVERY GROUP|Location is: ALCOHOLICS IN RECOVERY GROUP|7|09:00:00|10:00:00|108 1/2 NORTH MARSHALL, HENDERSON, LA 75652|32.2210489|-94.76915859999997
Texas: HOPE GROUP 4|Location is: HOPE GROUP|1|10:00:00|11:00:00|503 KILGORE DRIVE, HENDERSON, LA 75652|32.2210489|-94.76915859999997
Texas: HOPE GROUP|Location is: HOPE GROUP|2|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, LA 75652|32.2210489|-94.76915859999997
Texas: HOPE GROUP|Location is: HOPE GROUP|3|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, LA 75652|32.2210489|-94.76915859999997
Texas: HOPE GROUP|Location is: HOPE GROUP|4|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, LA 75652|32.2210489|-94.76915859999997
Texas: HOPE GROUP|Location is: HOPE GROUP|5|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, LA 75652|32.2210489|-94.76915859999997
