Shawnee Big Book Group|Location is: Shawnee|2|20:00:00|21:00:00|111 N Kickapoo St, Shawnee, OK 74801
ANCHOR GROUP|Location is: ANCHOR GROUP|7|12:00:00|13:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 4|Location is: ANCHOR GROUP|3|17:45:00|18:45:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 2|Location is: ANCHOR GROUP|2|18:00:00|19:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 2|Location is: ANCHOR GROUP|4|18:00:00|19:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 2|Location is: ANCHOR GROUP|5|18:00:00|19:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 2|Location is: ANCHOR GROUP|6|18:00:00|19:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 2|Location is: ANCHOR GROUP|7|18:00:00|19:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 5|Location is: ANCHOR GROUP|3|19:00:00|20:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 3|Location is: ANCHOR GROUP|1|20:00:00|21:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 3|Location is: ANCHOR GROUP|2|20:00:00|21:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 3|Location is: ANCHOR GROUP|4|20:00:00|21:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 3|Location is: ANCHOR GROUP|5|20:00:00|21:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 3|Location is: ANCHOR GROUP|6|20:00:00|21:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
ANCHOR GROUP 3|Location is: ANCHOR GROUP|7|20:00:00|21:00:00|1608 N COMMERCE ST, GAINESVILLE, OK 76240
Anchor 2|Location is: Anchor|1|null|N/A|1608 North Commerce, Gainesville, OK 76240
Anchor|Location is: Anchor|1|14:00:00|15:00:00|1608 North Commerce, Gainesville, OK 76240
Anchor|Location is: Anchor|2|14:00:00|15:00:00|1608 North Commerce, Gainesville, OK 76240
Anchor|Location is: Anchor|3|14:00:00|15:00:00|1608 North Commerce, Gainesville, OK 76240
Anchor|Location is: Anchor|4|14:00:00|15:00:00|1608 North Commerce, Gainesville, OK 76240
Anchor|Location is: Anchor|5|14:00:00|15:00:00|1608 North Commerce, Gainesville, OK 76240
Anchor|Location is: Anchor|6|14:00:00|15:00:00|1608 North Commerce, Gainesville, OK 76240
Anchor|Location is: Anchor|7|14:00:00|15:00:00|1608 North Commerce, Gainesville, OK 76240
ST. JUDE'S|Location is: ST PIUS X|1|19:30:00|20:30:00|22105 58th W, MOUNTAIN LAKE, OK 74107
S.O.S. Sharing our Sobriety|Location is: Tulsa, OK|3|17:30:00|18:30:00|Unanimity Club, tulsa, OK 74137
Texoma Foxhall|Location is: Trinity Lutheran Church|3|14:00:00|15:00:00|1515 N Travis, Sherman, OK 75092
Texoma Foxhall|Location is: Trinity Lutheran Church|5|14:00:00|15:00:00|1515 N Travis, Sherman, OK 75092
Texoma Foxhall|Location is: Trinity Lutheran Church|7|14:00:00|15:00:00|1515 N Travis, Sherman, OK 75092
Celebrate Recovery|Location is: Southern Hills Baptist Church|6|18:00:00|19:00:00|5590 S. Lewis Ave., tulsa, OK 74105
Open Arms|Location is: Dry Dock|7|21:00:00|22:00:00|New London Square - Top Floor, tulsa, OK 74105
Beginner&#39;s Big Book Study Group|Location is: Fellowhship Congregational Church|7|12:00:00|13:00:00|2900 S. Harvard, tulsa, OK 74105
Beginner&#39;s Big Book Study Group|Location is: Fellowhship Congregational Church|6|12:00:00|13:00:00|2900 S. Harvard, tulsa, OK 74105
Beginnger's Big Book Study Group|Location is: Fellowhship Congregational Church|5|12:00:00|13:00:00|2900 S. Harvard, tulsa, OK 74105
Beginner&#39;s Big Book Study Group|Location is: Fellowhship Congregational Church|4|12:00:00|13:00:00|2900 S. Harvard, tulsa, OK 74105
Beginner&#39;s Big Book Study Group|Location is: Fellowhship Congregational Church|3|12:00:00|13:00:00|2900 S. Harvard, tulsa, OK 74105
Beginner&#39;s Big Book Study Group|Location is: Fellowhship Congregational Church|2|12:00:00|13:00:00|2900 S. Harvard, tulsa, OK 74105
Big Book (Sherman)|Location is: Covenant Presbyterian Church|1|14:00:00|15:00:00|322 West Pecan St., Sherman, OK 75090
Big Book (Sherman)|Location is: Covenant Presbyterian Church|3|14:00:00|15:00:00|322 West Pecan St., Sherman, OK 75090
Serenity 2|Location is: Serenity|1|null|N/A|106 South Elm Street, Sherman, OK 75090
Serenity|Location is: Serenity|1|14:00:00|15:00:00|106 South Elm Street, Sherman, OK 75090
Serenity|Location is: Serenity|2|14:00:00|15:00:00|106 South Elm Street, Sherman, OK 75090
Serenity|Location is: Serenity|3|14:00:00|15:00:00|106 South Elm Street, Sherman, OK 75090
Serenity|Location is: Serenity|4|14:00:00|15:00:00|106 South Elm Street, Sherman, OK 75090
Serenity|Location is: Serenity|5|14:00:00|15:00:00|106 South Elm Street, Sherman, OK 75090
Serenity|Location is: Serenity|6|14:00:00|15:00:00|106 South Elm Street, Sherman, OK 75090
Serenity 2|Location is: Serenity|6|null|N/A|106 South Elm Street, Sherman, OK 75090
Serenity|Location is: Serenity|7|14:00:00|15:00:00|106 South Elm Street, Sherman, OK 75090
Serenity 2|Location is: Serenity|7|null|N/A|106 South Elm Street, Sherman, OK 75090
La Nueva Vida|Location is: La Nueva Vida|6|14:30:00|15:30:00|1500 Irving St. (Ch), Denver, OK 74106
Lambda Unity|Location is: Community Of Hope|7|17:30:00|18:30:00|2545 S Yale Ave, Tulsa, OK 74114
Lambda Unity|Location is: Community Of Hope|6|19:00:00|20:00:00|2545 S Yale Ave, Tulsa, OK 74114
Lambda Unity|Location is: Community Of Hope|4|19:00:00|20:00:00|2545 S Yale Ave, Tulsa, OK 74114
Twelve & Twelve Group|Location is: St Luke's Episcopal Church|7|19:30:00|20:30:00|4819 E. 9th , tulsa, OK 74112
Twelve & Twelve Group|Location is: St Luke's Episcopal Church|4|19:03:00|20:03:00|4819 E. 9th , tulsa, OK 74112
HENRIETTA GROUP|Location is: HENRIETTA GROUP|4|20:00:00|21:00:00|212 SOUTH BRIDGE ST, HENRIETTA, OK 76365
HENRIETTA GROUP|Location is: HENRIETTA GROUP|6|20:00:00|21:00:00|212 SOUTH BRIDGE ST, HENRIETTA, OK 76365
25th Hour Group|Location is: Northside 24 Hour Club|4|12:00:00|13:00:00|87 Lyerly, howe, OK 
THE ORIGINAL GROUP|Location is: THE ORIGINAL GROUP|1|11:00:00|12:00:00|610 N MASON, BOWIE, OK 76230
THE ORIGINAL GROUP|Location is: THE ORIGINAL GROUP|4|11:00:00|12:00:00|610 N MASON, BOWIE, OK 76230
THE ORIGINAL GROUP|Location is: THE ORIGINAL GROUP|3|20:00:00|21:00:00|610 N MASON, BOWIE, OK 76230
THE ORIGINAL GROUP|Location is: THE ORIGINAL GROUP|5|20:00:00|21:00:00|610 N MASON, BOWIE, OK 76230
Bowie|Location is: Bowie|1|null|N/A|108 North Smythe Street, Bowie, OK 76230
Bowie|Location is: Bowie|3|14:00:00|15:00:00|108 North Smythe Street, Bowie, OK 76230
Bowie|Location is: Bowie|4|14:00:00|15:00:00|108 North Smythe Street, Bowie, OK 76230
Bowie|Location is: Bowie|5|14:00:00|15:00:00|108 North Smythe Street, Bowie, OK 76230
Bowie|Location is: Bowie|6|14:00:00|15:00:00|108 North Smythe Street, Bowie, OK 76230
THE REAL BOWIE GROUP|Location is: SENIOR CITY|7|18:00:00|19:00:00|501 PELHAM DRIVE, BOWIE, OK 76230
THE REAL BOWIE GROUP|Location is: SENIOR CITY|3|20:00:00|21:00:00|501 PELHAM DRIVE, BOWIE, OK 76230
THE REAL BOWIE GROUP|Location is: SENIOR CITY|5|20:00:00|21:00:00|501 PELHAM DRIVE, BOWIE, OK 76230
SALVATION ARMY|Location is: SALVATION ARMY|4|18:00:00|19:00:00|403 7TH ST, WICHITA FALLS, OK 76301
Happy Hour Group|Location is: Behind Lakeland Shopping Center|2|17:00:00|18:00:00|N. K, muskogee, OK 
PHEONIX GROUP 2|Location is: PHEONIX GROUP|3|12:00:00|13:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
PHEONIX GROUP|Location is: PHEONIX GROUP|1|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
PHEONIX GROUP|Location is: PHEONIX GROUP|2|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
PHEONIX GROUP|Location is: PHEONIX GROUP|3|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
PHEONIX GROUP|Location is: PHEONIX GROUP|4|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
PHEONIX GROUP|Location is: PHEONIX GROUP|5|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
PHEONIX GROUP|Location is: PHEONIX GROUP|6|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
PHEONIX GROUP|Location is: PHEONIX GROUP|7|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, OK 
Fresh Start|Location is: Western Beauty CME Church|3|14:00:00|15:00:00|409 Bond, Whitewright, OK 75491
Fresh Start|Location is: Western Beauty CME Church|5|14:00:00|15:00:00|409 Bond, Whitewright, OK 75491
Fresh Start|Location is: Western Beauty CME Church|7|14:00:00|15:00:00|409 Bond, Whitewright, OK 75491
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|4|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, OK 76301
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|5|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, OK 76301
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|6|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, OK 76301
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|7|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, OK 76301
Open Door (Bonham)|Location is: Bonham VA Hospital|2|14:00:00|15:00:00|1201 East 9th Street, Bonham, OK 75418
Open Door (Bonham)|Location is: Bonham VA Hospital|3|14:00:00|15:00:00|1201 East 9th Street, Bonham, OK 75418
Open Door (Bonham)|Location is: Bonham VA Hospital|5|14:00:00|15:00:00|1201 East 9th Street, Bonham, OK 75418
Open Door (Bonham)|Location is: Bonham VA Hospital|7|null|N/A|1201 East 9th Street, Bonham, OK 75418
Twinkle|Location is: Twinkle|1|14:00:00|15:00:00|112 Kennedy Drive, Bonham, OK 75418
Twinkle|Location is: Twinkle|2|14:00:00|15:00:00|112 Kennedy Drive, Bonham, OK 75418
Twinkle|Location is: Twinkle|3|14:00:00|15:00:00|112 Kennedy Drive, Bonham, OK 75418
Twinkle|Location is: Twinkle|4|14:00:00|15:00:00|112 Kennedy Drive, Bonham, OK 75418
Twinkle|Location is: Twinkle|5|14:00:00|15:00:00|112 Kennedy Drive, Bonham, OK 75418
Twinkle|Location is: Twinkle|6|14:00:00|15:00:00|112 Kennedy Drive, Bonham, OK 75418
Twinkle|Location is: Twinkle|7|14:00:00|15:00:00|112 Kennedy Drive, Bonham, OK 75418
NEW LIFE GROUP|Location is: NEW LIFE GROUP|1|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|2|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|3|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|4|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|5|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|6|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|7|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 5|Location is: NEW LIFE GROUP|1|11:00:00|12:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|2|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|3|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|4|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|5|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|6|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|7|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|1|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|2|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|3|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|4|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|5|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|6|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|7|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|1|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|2|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|3|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|4|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|5|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|6|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|7|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, OK 76309
FREEDOM GROUP|Location is: FREEDOM GROUP|2|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, OK 76309
FREEDOM GROUP|Location is: FREEDOM GROUP|3|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, OK 76309
FREEDOM GROUP|Location is: FREEDOM GROUP|5|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, OK 76309
FREEDOM GROUP|Location is: FREEDOM GROUP|1|20:00:00|21:00:00|1914 GRANT, WICHITA FALLS, OK 76309
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|3|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, OK 76309
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|6|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, OK 76309
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|7|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, OK 76309
GROUP ONE 5|Location is: GROUP ONE|1|08:30:00|09:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 5|Location is: GROUP ONE|7|08:30:00|09:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE|Location is: GROUP ONE|1|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE|Location is: GROUP ONE|2|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE|Location is: GROUP ONE|3|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE|Location is: GROUP ONE|4|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE|Location is: GROUP ONE|5|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE|Location is: GROUP ONE|6|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE|Location is: GROUP ONE|7|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 2|Location is: GROUP ONE|2|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 2|Location is: GROUP ONE|3|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 2|Location is: GROUP ONE|4|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 2|Location is: GROUP ONE|5|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 2|Location is: GROUP ONE|6|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 2|Location is: GROUP ONE|7|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 3|Location is: GROUP ONE|1|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 3|Location is: GROUP ONE|2|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 3|Location is: GROUP ONE|3|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 3|Location is: GROUP ONE|4|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 3|Location is: GROUP ONE|5|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 3|Location is: GROUP ONE|6|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 3|Location is: GROUP ONE|7|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
GROUP ONE 4|Location is: GROUP ONE|6|22:00:00|23:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, OK 76302
Van Alstyne Group|Location is: Frist United Methodist Church|1|14:00:00|15:00:00|301 S. Preston, Van Alstyne, OK 75495
Van Alstyne Group|Location is: Frist United Methodist Church|3|14:00:00|15:00:00|301 S. Preston, Van Alstyne, OK 75495
Van Alstyne Group|Location is: Frist United Methodist Church|6|14:00:00|15:00:00|301 S. Preston, Van Alstyne, OK 75495
Van Alstyne Group|Location is: First United Methodist Church|6|18:00:00|19:00:00|301 S. Preston, van_alstyne, OK 75495
Van Alstyne Group|Location is: First United Methodist Church|1|18:00:00|19:00:00|301 S. Preston, van_alstyne, OK 75495
Van Alstyne Group|Location is: First United Methodist Church|3|18:00:00|19:00:00|301 S. Preston, van_alstyne, OK 75495
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|2|18:00:00|19:00:00|2200 N BELL AVE, DENTON, OK 76209
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|6|18:00:00|19:00:00|2200 N BELL AVE, DENTON, OK 76209
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|3|19:00:00|20:00:00|2200 N BELL AVE, DENTON, OK 76209
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|1|20:00:00|21:00:00|2200 N BELL AVE, DENTON, OK 76209
Humble Beginnings|Location is: Trinity Presbyterian Church|6|14:00:00|15:00:00|2200 N Bell, Denton, OK 76209
SHOW ME GROUP|Location is: SHOW ME GROUP|2|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP|Location is: SHOW ME GROUP|3|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP|Location is: SHOW ME GROUP|4|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP|Location is: SHOW ME GROUP|5|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP|Location is: SHOW ME GROUP|6|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP|Location is: SHOW ME GROUP|7|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP 6|Location is: SHOW ME GROUP|1|11:00:00|12:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP 2|Location is: SHOW ME GROUP|2|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP 2|Location is: SHOW ME GROUP|3|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP 2|Location is: SHOW ME GROUP|4|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
SHOW ME GROUP 2|Location is: SHOW ME GROUP|5|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, OK 
